Collected date [YYYY-MM-DD],Month,Iron [ug/L],Collection site
2024-04-16,Apr,693.0,16003200102
2024-04-16,Apr,873.0,10000200202
2024-04-16,Apr,432.0,10000100302
2024-04-16,Apr,454.0,16002700102
2024-04-16,Apr,411.0,16003200202
2024-07-05,Jul,188.0,17002601302
2024-07-05,Jul,71.0,17002601101
2024-07-05,Jul,147.0,17002600302
2024-07-05,Jul,347.0,17002602502
2024-09-04,Sep,27.4,17002113002
2024-09-04,Sep,30.9,17002107402
2024-09-04,Sep,43.5,17002102102
2024-09-04,Sep,45.0,17002102502
2024-09-04,Sep,18.5,17002105402
2024-09-04,Sep,144.0,17002107502
2024-09-04,Sep,93.1,17002102302
2024-07-05,Jul,143.0,17002600402
2024-07-05,Jul,176.0,17002601902
2024-07-05,Jul,190.0,17002601202
2024-06-25,Jun,290.0,18207015002
2024-06-25,Jun,304.0,18207010002
2024-06-26,Jun,784.0,18207002002
2024-08-26,Aug,220.0,19006404502
2024-08-26,Aug,97.8,19006401420
2024-01-10,Jan,196.0,19006404502
2024-01-10,Jan,91.2,19006401420
2024-01-10,Jan,105.0,19006400102
2024-05-13,May,780.0,16001800302
2024-05-13,May,461.0,16002700102
2024-04-06,Apr,179.0,3007000502
2024-07-10,Jul,168.0,3007300302
2024-05-15,May,255.0,17002107502
2024-05-15,May,84.5,17002113702
2024-05-15,May,102.0,17002111902
2024-05-15,May,221.0,17002113602
2024-05-15,May,47.6,17002102502
2024-05-15,May,81.5,17002104102
2024-07-05,Jul,322.0,17002600902
2024-06-24,Jun,96.0,17002600202
2024-06-24,Jun,279.0,17002600602
2024-06-24,Jun,36.8,17002602302
2024-08-26,Aug,374.0,18207015002
2024-06-24,Jun,364.0,17002601202
2024-04-22,Apr,63.2,18343003002
2024-04-22,Apr,158.0,18337012102
2024-06-24,Jun,383.0,17002601302
2024-06-24,Jun,386.0,17002601902
2024-06-24,Jun,90.7,17002600102
2024-06-24,Jun,39.7,17002601101
2024-07-22,Jul,172.0,18207010002
2024-07-22,Jul,451.0,18207015002
2024-08-26,Aug,42.2,18207010002
2024-01-10,Jan,411.0,19006400402
2024-05-11,May,162.0,19006401420
2024-05-11,May,388.0,19006404502
2024-05-11,May,239.0,19006400102
2024-05-11,May,770.0,19006400402
2024-12-06,Dec,476.0,13001100102
2024-05-14,May,749.0,4001000302
2024-05-13,May,563.0,16003200202
2024-05-13,May,445.0,10000100302
2024-05-13,May,460.0,16003200102
2024-05-13,May,597.0,16003000302
2024-10-06,Oct,213.0,16003200202
2024-10-06,Oct,345.0,16003200102
2024-10-06,Oct,537.0,16001800302
2024-10-06,Oct,326.0,10000100302
2024-05-15,May,33.0,17002107402
2024-05-15,May,39.1,17002113002
2024-05-15,May,22.7,17002102102
2024-05-15,May,32.7,17002105402
2024-05-15,May,69.2,17002102302
2024-10-06,Oct,31.4,17002104102
2024-10-06,Oct,376.0,17002107502
2024-02-04,Feb,98.6,3006600102
2024-02-04,Feb,132.0,3007000402
2024-05-13,May,108.0,3006600102
2024-06-24,Jun,102.0,17002600302
2024-08-27,Aug,2660.0,18207000802
2024-08-27,Aug,705.0,18207002002
2024-10-06,Oct,396.0,16003000302
2024-10-06,Oct,385.0,16002700102
2024-11-06,Nov,241.0,4001000302
2024-11-26,Nov,208.0,19006404502
2024-11-26,Nov,340.0,19006401420
2024-11-26,Nov,155.0,19006400102
2024-04-22,Apr,79.3,18349002002
2024-04-22,Apr,196.0,18369001002
2024-09-23,Sep,46.6,18207014502
2024-10-06,Oct,31.2,17002102102
2024-10-06,Oct,77.9,17002111902
2024-10-06,Oct,67.6,17002102502
2024-06-24,Jun,470.0,17002602502
2024-06-24,Jun,75.0,17002600402
2024-06-24,Jun,183.0,17002600702
2024-06-24,Jun,498.0,17002600902
2024-04-06,Apr,93.0,3007600402
2024-04-06,Apr,267.0,3007600502
2024-07-10,Jul,78.2,3007600602
2024-10-06,Oct,643.0,10000200202
2024-05-22,May,172.0,6007602202
2024-05-22,May,153.0,6007600402
2024-05-22,May,160.0,6007605002
2024-03-04,Mar,181.0,6006300102
2024-06-24,Jun,83.1,17002153802
2024-04-22,Apr,211.0,18000017002
2024-04-22,Apr,75.8,18343000202
2024-07-23,Jul,503.0,18207002002
2024-10-06,Oct,25.2,17002113002
2024-10-06,Oct,35.2,17002102302
2024-10-06,Oct,198.0,17002113602
2024-10-06,Oct,91.8,17002113702
2024-10-06,Oct,20.9,17002107402
2024-10-06,Oct,39.5,17002105402
2024-07-17,Jul,30.4,17002113002
2024-07-17,Jul,96.7,17002111902
2024-07-17,Jul,20.7,17002105402
2024-10-09,Oct,358.0,4001000302
2024-07-24,Jul,259.0,17002601202
2024-07-24,Jul,125.0,17002600302
2024-07-24,Jul,288.0,17002600602
2024-05-13,May,191.0,3007000502
2024-05-13,May,124.0,3007000302
2024-05-13,May,125.0,3007300302
2024-05-13,May,129.0,3007300202
2024-04-23,Apr,45.9,18343052002
2024-09-09,Sep,673.0,10000200202
2024-04-23,Apr,41.5,18343023002
2024-04-23,Apr,20.3,18343061002
2024-04-23,Apr,64.3,18343000102
2024-05-27,May,55.7,18349002002
2024-05-27,May,92.7,18343003002
2024-05-27,May,166.0,18337012102
2024-07-17,Jul,28.2,17002102102
2024-07-17,Jul,13.9,17002104102
2024-07-17,Jul,144.0,17002102302
2024-07-23,Jul,1030.0,18207000802
2024-07-24,Jul,477.0,17002601302
2024-07-24,Jul,79.2,17002600202
2024-07-24,Jul,528.0,17002602502
2024-07-24,Jul,79.5,17002600102
2024-07-24,Jul,20.2,17002602302
2024-07-24,Jul,136.0,17002600402
2024-07-24,Jul,98.8,17002600702
2024-07-24,Jul,314.0,17002601902
2024-07-24,Jul,42.7,17002601101
2024-09-09,Sep,612.0,16001800302
2024-09-09,Sep,84.2,16002700102
2024-09-09,Sep,819.0,10000100302
2024-09-09,Sep,247.0,16003200202
2024-09-09,Sep,302.0,16003200102
2024-05-13,May,73.0,3007701302
2024-02-07,Feb,128.0,3006600102
2024-02-07,Feb,235.0,3007300202
2024-02-07,Feb,114.0,3007600302
2024-02-07,Feb,287.0,3007600502
2024-04-06,Apr,99.7,3007600302
2024-06-08,Jun,179.0,3007600502
2024-07-10,Jul,136.0,3007000502
2024-07-10,Jul,125.0,3007000302
2024-05-27,May,159.0,18369001002
2024-05-28,May,99.6,18343052002
2024-08-14,Aug,209.0,17002107402
2024-05-27,May,173.0,18000017002
2024-05-27,May,126.0,18343000202
2024-07-17,Jul,771.0,17002113602
2024-07-17,Jul,67.8,17002102502
2024-07-17,Jul,554.0,17002107502
2024-07-17,Jul,452.0,17002113702
2024-07-17,Jul,33.0,17002107402
2024-04-22,Apr,647.0,4002700902
2024-04-22,Apr,370.0,4002701702
2024-10-15,Oct,678.0,16001800302
2024-04-22,Apr,501.0,4002700802
2024-06-19,Jun,79.3,6007601002
2024-06-19,Jun,67.6,6006800102
2024-03-04,Mar,697.0,6006301102
2024-05-27,May,657.0,4002700802
2024-09-09,Sep,293.0,16003000302
2024-10-15,Oct,437.0,16003200202
2024-10-15,Oct,254.0,16003200102
2024-06-19,Jun,405.0,6007600502
2024-10-15,Oct,160.0,16002700102
2024-07-24,Jul,460.0,17002600902
2024-08-19,Aug,57.0,17002600202
2024-08-19,Aug,125.0,17002601302
2024-08-19,Aug,618.0,17002600902
2024-06-03,Jun,67.3,6006301202
2024-06-18,Jun,41.3,4001304702
2024-05-28,May,209.0,17002104602
2024-05-28,May,136.0,17002115702
2024-07-18,Jul,434.0,13001100202
2024-08-19,Aug,144.0,17002600302
2024-05-28,May,240.0,18343000102
2024-05-28,May,29.5,18343061002
2024-05-28,May,33.2,18343023002
2024-07-18,Jul,2450.0,13000300102
2024-06-17,Jun,149.0,4001301602
2024-09-24,Sep,314.0,3005702502
2024-12-06,Dec,799.0,13001100202
2024-12-06,Dec,772.0,13000300102
2024-06-24,Jun,222.0,18343000202
2024-06-24,Jun,565.0,18369001002
2024-08-14,Aug,363.0,17002107502
2024-08-14,Aug,283.0,17002113702
2024-08-14,Aug,15.0,17002102102
2024-08-14,Aug,57.2,17002102502
2024-08-14,Aug,117.0,17002111902
2024-08-14,Aug,675.0,17002113602
2024-05-27,May,609.0,4002701702
2024-09-07,Sep,156.0,12008600102
2024-05-27,May,1050.0,4002700902
2024-12-06,Dec,2070.0,13000800102
2024-10-15,Oct,464.0,16003000302
2024-10-15,Oct,536.0,10000200202
2024-10-16,Oct,302.0,4001000302
2024-10-15,Oct,290.0,10000100302
2024-08-19,Aug,25.1,17002602302
2024-08-19,Aug,113.0,17002600402
2024-08-19,Aug,86.9,17002600702
2024-08-19,Aug,365.0,17002600602
2024-08-19,Aug,336.0,17002601202
2024-06-24,Jun,202.0,18000017002
2024-08-14,Aug,11.8,17002105402
2024-08-14,Aug,23.8,17002104102
2024-08-14,Aug,38.1,17002113002
2024-08-14,Aug,24.8,17002102302
2024-08-07,Aug,386.0,16003200202
2024-07-29,Jul,177.0,18000017002
2024-06-24,Jun,439.0,18337012102
2024-06-24,Jun,48.0,18349002002
2024-06-24,Jun,131.0,18343003002
2024-09-07,Sep,132.0,12007301502
2024-09-07,Sep,254.0,12007300802
2024-09-07,Sep,140.0,12007300302
2024-08-07,Aug,774.0,16001800302
2024-08-07,Aug,601.0,16003000302
2024-08-07,Aug,110.0,16002700102
2024-09-07,Sep,476.0,4001000302
2024-06-24,Jun,579.0,4002700802
2024-06-24,Jun,268.0,4002701702
2024-06-24,Jun,372.0,4002700902
2024-07-22,Jul,784.0,4002700802
2024-07-22,Jul,959.0,4002701702
2024-08-19,Aug,61.6,17002600102
2024-08-19,Aug,42.6,17002601101
2024-08-19,Aug,325.0,17002602502
2024-08-19,Aug,104.0,17002601902
2024-09-23,Sep,105.0,17002600102
2024-09-23,Sep,73.1,17002600302
2024-09-23,Sep,91.5,17002601302
2024-09-23,Sep,107.0,17002601902
2024-11-09,Nov,15.7,17002102102
2024-11-09,Nov,20.2,17002105402
2024-11-09,Nov,70.6,17002113702
2024-11-09,Nov,84.7,17002111902
2024-06-25,Jun,28.6,18343023002
2024-06-25,Jun,23.8,18343061002
2024-06-25,Jun,331.0,18343000102
2024-06-25,Jun,138.0,18343052002
2024-07-29,Jul,136.0,18343003002
2024-08-07,Aug,398.0,10000200202
2024-07-22,Jul,1090.0,4002700902
2024-08-07,Aug,462.0,16003200102
2024-08-07,Aug,158.0,10000100302
2024-08-26,Aug,966.0,4002700902
2024-09-23,Sep,93.4,17002600402
2024-09-23,Sep,125.0,17002600702
2024-09-23,Sep,20.1,17002601101
2024-09-23,Sep,22.6,17002602302
2024-11-09,Nov,259.0,17002107502
2024-09-24,Sep,180.0,3005703002
2024-06-03,Jun,54.9,6005900102
2024-09-23,Sep,206.0,17002600602
2024-11-09,Nov,24.6,17002104102
2024-11-09,Nov,38.8,17002102502
2024-11-09,Nov,371.0,17002113602
2024-11-09,Nov,24.2,17002113002
2024-11-09,Nov,21.6,17002107402
2024-11-09,Nov,53.7,17002102302
2024-04-06,Apr,247.0,19004300102
2024-07-29,Jul,181.0,18337012102
2024-07-29,Jul,29.6,18349002002
2024-05-06,May,244.0,19004400102
2024-07-06,Jul,212.0,19004300502
2024-04-06,Apr,326.0,19004000102
2024-02-10,Feb,72.7,19004300402
2024-04-10,Apr,248.0,19004000102
2024-08-26,Aug,653.0,4002700802
2024-08-26,Aug,215.0,4002701702
2024-09-23,Sep,347.0,4002700902
2024-09-23,Sep,235.0,4002701702
2024-09-23,Sep,264.0,17002601202
2024-08-10,Aug,461.0,17002113602
2024-09-23,Sep,79.9,17002600202
2024-09-23,Sep,214.0,17002602502
2024-08-10,Aug,28.4,17002113002
2024-08-10,Aug,95.3,17002111902
2024-08-10,Aug,257.0,17002107502
2024-08-10,Aug,12.9,17002107402
2024-08-10,Aug,37.9,17002102102
2024-08-10,Aug,44.0,17002102302
2024-07-29,Jul,118.0,18343000202
2024-07-29,Jul,111.0,18369001002
2024-07-30,Jul,20.1,18343061002
2024-07-30,Jul,95.6,18343052002
2024-07-30,Jul,251.0,18343000102
2024-03-10,Mar,199.0,19004300502
2024-04-10,Apr,273.0,19004300102
2024-07-30,Jul,31.3,18343023002
2024-02-10,Feb,296.0,19004400102
2024-04-10,Apr,405.0,19000103602
2024-09-23,Sep,388.0,4002700802
2024-10-28,Oct,398.0,4002700902
2024-10-28,Oct,280.0,4002700802
2024-10-28,Oct,288.0,4002701702
2024-08-10,Aug,19.9,17002105402
2024-08-10,Aug,19.8,17002104102
2024-08-10,Aug,46.9,17002113702
2024-08-10,Aug,42.1,17002102502
2024-09-23,Sep,405.0,17002600902
2024-08-26,Aug,156.0,18369001002
2024-08-26,Aug,89.8,18343000202
2024-10-30,Oct,93.0,17002600202
2024-10-30,Oct,164.0,17002600702
2024-10-30,Oct,187.0,17002600602
2024-08-26,Aug,150.0,18343003002
2024-08-26,Aug,49.7,18349002002
2024-08-26,Aug,195.0,18337012102
2024-08-26,Aug,145.0,18000017002
2024-04-16,Apr,115.0,6011700302
2024-04-16,Apr,158.0,6013300402
2024-05-22,May,887.0,17002113802
2024-05-22,May,40.8,17002113902
2024-10-30,Oct,169.0,17002601202
2024-10-30,Oct,59.0,17002600302
2024-10-30,Oct,120.0,17002600402
2024-10-30,Oct,15.0,17002602302
2024-10-30,Oct,223.0,17002601302
2024-10-30,Oct,103.0,17002601101
2024-10-30,Oct,122.0,17002600102
2024-10-30,Oct,296.0,17002602502
2024-10-30,Oct,176.0,17002601902
2024-04-16,Apr,60.6,6011700202
2024-04-16,Apr,122.0,6013000102
2024-04-16,Apr,145.0,6013300502
2024-05-21,May,86.3,6012900102
2024-05-21,May,57.3,6011700302
2024-05-21,May,116.0,6013000102
2024-08-27,Aug,30.7,18343023002
2024-08-27,Aug,248.0,18343000102
2024-08-27,Aug,36.4,18343061002
2024-06-17,Jun,983.0,17002113902
2024-06-17,Jun,42.7,17002113802
2024-08-26,Aug,36.5,17002113902
2024-08-26,Aug,1190.0,17002113802
2024-11-09,Nov,32.8,17002113902
2024-06-18,Jun,102.0,6011700302
2024-05-21,May,37.3,6011700202
2024-05-21,May,89.8,6013300402
2024-06-18,Jun,82.7,6012900102
2024-08-27,Aug,62.6,18343052002
2024-09-23,Sep,188.0,18000017002
2024-07-17,Jul,159.0,6011700202
2024-08-05,Aug,470.0,14002803002
2024-11-09,Nov,242.0,3013401802
2024-09-23,Sep,140.0,18343003002
2024-09-23,Sep,83.6,18337012102
2024-09-23,Sep,121.0,18369001002
2024-10-30,Oct,205.0,17002600902
2024-09-01,Sep,667.0,14002802802
2024-06-24,Jun,383.0,17002104602
2024-06-24,Jun,249.0,17002115602
2024-06-18,Jun,325.0,4001306302
2024-06-18,Jun,344.0,4001302902
2024-03-20,Mar,41.2,6007605102
2024-03-20,Mar,128.0,6007601002
2024-03-20,Mar,76.9,6006800102
2024-02-13,Feb,748.0,14002802802
2024-01-05,Jan,360.0,3005703002
2024-01-05,Jan,250.0,3005702502
2024-03-19,Mar,504.0,4001306302
2024-03-18,Mar,516.0,4001301602
2024-03-19,Mar,371.0,4001302902
2024-03-19,Mar,293.0,4001304702
2024-07-16,Jul,765.0,16007200102
2024-08-20,Aug,546.0,16007200102
2024-08-21,Aug,439.0,4001308202
2024-08-20,Aug,687.0,4001308302
2024-03-09,Mar,259.0,8010300102
2024-03-09,Mar,204.0,8012303002
2024-04-15,Apr,136.0,4001304402
2024-03-20,Mar,62.7,6007600402
2024-03-20,Mar,58.0,6007601502
2024-03-20,Mar,118.0,6007600502
2024-03-20,Mar,103.0,6007600802
2024-03-20,Mar,68.1,6007602202
2024-01-05,Jan,129.0,3005300102
2024-02-05,Feb,203.0,3005700702
2024-02-05,Feb,124.0,3005702802
2024-08-21,Aug,290.0,4001303302
2024-09-17,Sep,686.0,16007200102
2024-04-09,Apr,171.0,8012305102
2024-09-16,Sep,21.8,8012305302
2024-10-15,Oct,181.0,8010300102
2024-10-15,Oct,79.4,8012303002
2024-03-20,Mar,106.0,6007600302
2024-03-20,Mar,61.0,6007601802
2024-03-20,Mar,115.0,6007601702
2024-03-20,Mar,109.0,6007605002
2024-03-20,Mar,120.0,6007602302
2024-04-15,Apr,243.0,4001301702
2024-04-15,Apr,70.5,4001304102
2024-04-15,Apr,228.0,4001301602
2024-09-18,Sep,253.0,4001308202
2024-09-17,Sep,541.0,4001308302
2024-09-18,Sep,630.0,4001303302
2024-02-05,Feb,376.0,3005703102
2024-05-21,May,107.0,3005300102
2024-05-21,May,479.0,3005703002
2024-04-17,Apr,116.0,6007601802
2024-04-17,Apr,139.0,6007600502
2024-04-17,Apr,171.0,6007600802
2024-04-17,Apr,106.0,6007602202
2024-04-17,Apr,142.0,6007605202
2024-10-16,Oct,105.0,8012305102
2024-10-17,Oct,17.0,8012305302
2024-04-16,Apr,475.0,4001306302
2024-04-15,Apr,50.6,4001306402
2024-04-15,Apr,329.0,4001302502
2024-11-09,Nov,1060.0,17002113802
2024-10-22,Oct,36.9,16007200102
2024-04-17,Apr,189.0,6007600602
2024-04-17,Apr,179.0,6007601002
2024-04-17,Apr,121.0,6006800102
2024-04-17,Apr,329.0,6007605002
2024-04-17,Apr,165.0,6007601702
2024-10-23,Oct,335.0,4001308202
2024-10-22,Oct,355.0,4001308302
2024-10-23,Oct,264.0,4001303302
2024-05-21,May,475.0,3005702502
2024-05-23,May,1550.0,3005703102
2024-05-23,May,300.0,3005702802
2024-05-23,May,400.0,3005700702
2024-10-22,Oct,24.7,17002113902
2024-10-22,Oct,549.0,17002113802
2024-04-16,Apr,273.0,4001304702
2024-05-13,May,50.0,4001304102
2024-05-13,May,307.0,4001301702
2024-05-14,May,417.0,4001302902
2024-05-14,May,87.0,4001304702
2024-04-17,Apr,149.0,6007602302
2024-04-17,Apr,118.0,6007600402
2024-04-17,Apr,178.0,6007600302
2024-04-17,Apr,227.0,6007601602
2024-09-04,Sep,84.4,17002112802
2024-06-24,Jun,146.0,3005300102
2024-06-24,Jun,443.0,3005703002
2024-10-17,Oct,288.0,13000800102
2024-10-17,Oct,940.0,13000300102
2024-10-17,Oct,465.0,13001100102
2024-10-17,Oct,114.0,13001100202
2024-10-17,Oct,61.2,13001101002
2024-05-13,May,64.0,4001306402
2024-05-13,May,37.3,4001304402
2024-05-13,May,147.0,4001302502
2024-05-14,May,406.0,4001306302
2024-05-13,May,117.0,4001301602
2024-04-17,Apr,93.5,6007605102
2024-04-17,Apr,44.0,6007601502
2024-05-22,May,41.4,6006800102
2024-05-22,May,290.0,6007600802
2024-05-22,May,247.0,6007600602
2024-05-22,May,118.0,6007601002
2024-05-22,May,124.0,6007601702
2024-05-22,May,325.0,6007600502
2024-09-04,Sep,136.0,17002107102
2024-09-04,Sep,79.8,17002153802
2024-09-04,Sep,119.0,17002115702
2024-09-04,Sep,147.0,17002113302
2024-09-04,Sep,22.3,17002105702
2024-06-24,Jun,454.0,3005702502
2024-07-23,Jul,486.0,3005702502
2024-07-23,Jul,53.4,3005300102
2024-06-18,Jun,67.5,6013000102
2024-06-18,Jun,2010.0,6011700202
2024-06-18,Jun,69.4,6013300402
2024-07-17,Jul,757.0,6012900102
2024-09-23,Sep,37.3,18349002002
2024-09-24,Sep,290.0,18343000102
2024-09-23,Sep,162.0,18343000202
2024-09-24,Sep,76.5,18343052002
2024-09-24,Sep,69.8,18343061002
2024-09-12,Sep,336.0,17002600902
2024-12-03,Dec,396.0,14002802802
2024-09-04,Sep,565.0,3013400302
2024-09-04,Sep,276.0,14002809002
2024-10-04,Oct,106.0,14002809102
2024-04-22,Apr,220.0,16008701502
2024-04-22,Apr,419.0,16008700602
2024-04-22,Apr,196.0,16008700502
2024-04-22,Apr,318.0,16008701002
2024-05-27,May,1250.0,16008700502
2024-07-17,Jul,565.0,6013000102
2024-06-17,Jun,372.0,16008700502
2024-06-17,Jun,457.0,16008701002
2024-07-05,Jul,217.0,14002809002
2024-07-17,Jul,422.0,6011700302
2024-07-17,Jul,514.0,6013300402
2024-09-24,Sep,22.9,18343023002
2024-10-28,Oct,149.0,18369001002
2024-10-28,Oct,216.0,18000017002
2024-10-28,Oct,49.0,18349002002
2024-10-28,Oct,189.0,18337012102
2024-10-28,Oct,232.0,18343000202
2024-10-01,Oct,326.0,17002600902
2024-02-13,Feb,473.0,17002600902
2024-03-27,Mar,210.0,17002600902
2024-04-17,Apr,120.0,17003500402
2024-04-17,Apr,120.0,17003100102
2024-04-17,Apr,138.0,17003500202
2024-10-04,Oct,236.0,3013401802
2024-10-04,Oct,209.0,14002801202
2024-05-27,May,844.0,16008701502
2024-10-04,Oct,123.0,3013400102
2024-10-04,Oct,23.9,14002808902
2024-10-04,Oct,396.0,14002803002
2024-10-04,Oct,160.0,14002800302
2024-05-27,May,2180.0,16008701002
2024-05-27,May,776.0,16008700602
