Collected date [YYYY-MM-DD],Month,Iron [ug/L],Collection site
2024-05-27,May,885.0,6010400102
2024-05-27,May,300.0,6009701802
2024-11-09,Nov,67.2,16018411702
2024-11-09,Nov,57.6,16018401502
2024-09-16,Sep,103.0,16018403602
2024-09-16,Sep,97.5,16018403402
2024-04-16,Apr,1090.0,1010700402
2024-05-21,May,252.0,1010400202
2024-05-22,May,612.0,6018300202
2024-07-16,Jul,492.0,1010400202
2024-05-21,May,297.0,1010700202
2024-05-21,May,779.0,1010800602
2024-05-21,May,470.0,1010800102
2024-05-22,May,300.0,17003700302
2024-05-22,May,84.0,12000201002
2024-05-22,May,83.0,6018000302
2024-05-22,May,29.2,6018000202
2024-05-22,May,277.0,12000200402
2024-10-21,Oct,288.0,11000101202
2024-10-22,Oct,90.2,6002400102
2024-10-28,Oct,35.6,6001701002
2024-10-28,Oct,58.9,6001700102
2024-09-18,Sep,349.0,12007301102
2024-09-18,Sep,141.0,12008600202
2024-09-18,Sep,244.0,12008000302
2024-09-18,Sep,178.0,12008600102
2024-09-18,Sep,64.2,12008600402
2024-10-16,Oct,236.0,12007301102
2024-09-23,Sep,199.0,16018403502
2024-07-10,Jul,86.8,16018403402
2024-05-21,May,255.0,1010500102
2024-05-21,May,533.0,1010600202
2024-05-21,May,711.0,1010700402
2024-06-18,Jun,620.0,1010600202
2024-06-18,Jun,271.0,1010400202
2024-06-18,Jun,659.0,1010800602
2024-06-18,Jun,380.0,1010700202
2024-05-28,May,821.0,6009701102
2024-05-27,May,2080.0,6010400802
2024-05-28,May,981.0,6008000702
2024-05-30,May,485.0,6008300902
2024-05-30,May,294.0,6008310402
2024-05-30,May,531.0,6008310302
2024-05-30,May,1050.0,6008301802
2024-05-30,May,733.0,6008301902
2024-06-17,Jun,70.5,6018000302
2024-06-17,Jun,377.0,6018300202
2024-06-17,Jun,204.0,17003700302
2024-06-17,Jun,127.0,12000200402
2024-06-17,Jun,125.0,12000201002
2024-06-17,Jun,79.3,6018000202
2024-10-29,Oct,105.0,5000600202
2024-10-28,Oct,243.0,6001700702
2024-10-28,Oct,52.7,6001701102
2024-10-28,Oct,88.0,6000300102
2024-07-10,Jul,90.1,16018403602
2024-10-17,Oct,35.5,16018401002
2024-10-17,Oct,384.0,16018409302
2024-10-17,Oct,51.2,16018402702
2024-06-18,Jun,414.0,1010800102
2024-10-16,Oct,142.0,12008600102
2024-10-16,Oct,237.0,12008600202
2024-10-16,Oct,78.2,12008601102
2024-10-16,Oct,244.0,12008000302
2024-06-18,Jun,242.0,1010500102
2024-06-18,Jun,844.0,1010700402
2024-07-16,Jul,1270.0,1010800602
2024-05-29,May,406.0,6008200302
2024-05-29,May,383.0,6008000602
2024-05-30,May,424.0,6008501402
2024-06-18,Jun,337.0,12002700102
2024-06-18,Jun,42.8,12001700102
2024-06-18,Jun,275.0,12003400102
2024-10-22,Oct,212.0,16018401602
2024-10-22,Oct,49.8,16018411702
2024-10-22,Oct,38.6,16018401502
2024-07-16,Jul,808.0,1010600202
2024-05-27,May,174.0,3001700202
2024-05-27,May,129.0,8013500302
2024-07-16,Jul,817.0,1010700202
2024-07-16,Jul,330.0,1010800102
2024-07-16,Jul,409.0,1010500102
2024-07-16,Jul,1550.0,1010700402
2024-10-16,Oct,251.0,12007301502
2024-10-16,Oct,152.0,12007300302
2024-10-16,Oct,179.0,12007300802
2024-10-16,Oct,57.8,12008600402
2024-06-18,Jun,930.0,12003100102
2024-06-18,Jun,32.3,12000400202
2024-06-17,Jun,225.0,6009701802
2024-06-17,Jun,214.0,6010400802
2024-08-07,Aug,76.4,12000201002
2024-08-07,Aug,510.0,6018300202
2024-08-07,Aug,354.0,17003700302
2024-08-07,Aug,51.2,6018000202
2024-06-17,Jun,146.0,6010400102
2024-06-18,Jun,97.5,6008000702
2024-06-18,Jun,89.3,6009701102
2024-06-20,Jun,325.0,6008300902
2024-06-20,Jun,160.0,6008301902
2024-10-31,Oct,728.0,16018403502
2024-10-22,Oct,41.1,16018401202
2024-03-04,Mar,258.0,18000036002
2024-03-04,Mar,290.0,18607006002
2024-08-20,Aug,540.0,1010500102
2024-08-20,Aug,198.0,1010400202
2024-08-20,Aug,426.0,1010600202
2024-08-20,Aug,758.0,1010700202
2024-08-20,Aug,461.0,1010800602
2024-08-07,Aug,95.6,12000200402
2024-08-07,Aug,59.4,6018000302
2024-09-09,Sep,98.7,12000201002
2024-09-09,Sep,40.6,6018000302
2024-09-09,Sep,20.7,6018000202
2024-06-20,Jun,210.0,6008310402
2024-06-20,Jun,655.0,6008310302
2024-03-04,Mar,187.0,18607002002
2024-03-04,Mar,147.0,18607008002
2024-04-04,Apr,406.0,3013301302
2024-04-04,Apr,627.0,3013301902
2024-04-04,Apr,553.0,3013301502
2024-04-04,Apr,431.0,3013303002
2024-04-04,Apr,300.0,3013304002
2024-08-20,Aug,321.0,1010800102
2024-08-20,Aug,1040.0,1010700402
2024-09-17,Sep,90.5,1010400202
2024-09-17,Sep,329.0,1010500102
2024-09-17,Sep,584.0,1010700202
2024-07-10,Jul,222.0,17003700302
2024-06-20,Jun,137.0,6008301802
2024-07-25,Jul,338.0,6008310302
2024-09-09,Sep,91.8,12000200402
2024-09-09,Sep,322.0,6018300202
2024-09-09,Sep,248.0,17003700302
2024-07-10,Jul,378.0,12000200402
2024-07-10,Jul,199.0,12000201002
2024-07-10,Jul,44.1,6018000302
2024-09-17,Sep,565.0,1010600202
2024-09-17,Sep,296.0,1010800602
2024-04-16,Apr,88.9,18003303602
2024-06-19,Jun,108.0,6008200302
2024-06-19,Jun,132.0,6008000602
2024-07-23,Jul,151.0,6009701102
2024-07-22,Jul,217.0,6010400102
2024-07-23,Jul,106.0,6008000702
2024-11-20,Nov,322.0,16018403502
2024-10-12,Oct,135.0,16018403502
2024-07-10,Jul,498.0,6018300202
2024-07-10,Jul,11.6,6018000202
2024-07-05,Jul,293.0,3013304002
2024-07-05,Jul,585.0,3013301902
2024-07-05,Jul,430.0,3013303002
2024-09-17,Sep,260.0,1010800102
2024-09-17,Sep,1080.0,1010700402
2024-10-22,Oct,144.0,1010400202
2024-10-22,Oct,392.0,1010500102
2024-10-22,Oct,882.0,1010700202
2024-10-22,Oct,279.0,1010800602
2024-10-22,Oct,314.0,1010800102
2024-07-05,Jul,675.0,3013301502
2024-07-05,Jul,492.0,3013301302
2024-05-21,May,157.0,18003300802
2024-05-21,May,194.0,18003300302
2024-05-21,May,105.0,18003303502
2024-05-21,May,206.0,18003303602
2024-03-18,Mar,80.2,3003000202
2024-03-18,Mar,62.8,3001600302
2024-03-18,Mar,53.5,3001700202
2024-03-18,Mar,129.0,3001500202
2024-03-18,Mar,156.0,8013500302
2024-07-22,Jul,256.0,6009701802
2024-07-22,Jul,249.0,6010400802
2024-07-24,Jul,180.0,6008000602
2024-07-25,Jul,128.0,6008310402
2024-08-10,Aug,192.0,12003100102
2024-08-10,Aug,30.7,12000400202
2024-08-10,Aug,436.0,12002700102
2024-08-05,Aug,120.0,18607008002
2024-08-10,Aug,36.1,12001700102
2024-08-10,Aug,93.5,12003400102
2024-10-22,Oct,1100.0,1010600202
2024-10-22,Oct,1910.0,1010700402
2024-08-05,Aug,165.0,18607006002
2024-08-05,Aug,315.0,18000036002
2024-08-05,Aug,145.0,18607002002
2024-03-06,Mar,376.0,3013304002
2024-03-18,Mar,81.3,3003601002
2024-05-21,May,134.0,18003303402
2024-06-17,Jun,258.0,18003303602
2024-06-17,Jun,124.0,18003300802
2024-06-17,Jun,107.0,18003303402
2024-06-17,Jun,41.9,18003303502
2024-03-18,Mar,28.7,3003600902
2024-03-18,Mar,34.4,8013500602
2024-03-18,Mar,56.4,3003600502
2024-03-18,Mar,204.0,8013500502
2024-04-15,Apr,62.6,8013500602
2024-07-25,Jul,151.0,6008301802
2024-10-12,Oct,328.0,1010400202
2024-10-12,Oct,217.0,1010800102
2024-07-24,Jul,166.0,6008200302
2024-07-25,Jul,430.0,6008300902
2024-07-25,Jul,150.0,6008301902
2024-07-25,Jul,587.0,6008501402
2024-08-20,Aug,908.0,6009701102
2024-11-18,Nov,1880.0,1010700402
2024-10-12,Oct,1150.0,1010800602
2024-10-12,Oct,476.0,1010500102
2024-03-06,Mar,608.0,3013303002
2024-03-06,Mar,604.0,3013301302
2024-04-15,Apr,401.0,8013500302
2024-03-06,Mar,471.0,3013301502
2024-03-06,Mar,574.0,3013301902
2024-04-15,Apr,123.0,3001700202
2024-04-15,Apr,341.0,3001500202
2024-04-15,Apr,72.5,3003600902
2024-04-15,Apr,120.0,3003600502
2024-06-17,Jun,124.0,18003300302
2024-07-15,Jul,174.0,18003303602
2024-09-07,Sep,25.4,12000400202
2024-09-07,Sep,230.0,12002700102
2024-09-07,Sep,286.0,12003100102
2024-09-07,Sep,50.2,12001700102
2024-09-07,Sep,178.0,12003400102
2024-05-14,May,59.5,6011600102
2024-07-15,Jul,252.0,18003300802
2024-08-19,Aug,1480.0,6010400102
2024-09-04,Sep,199.0,16012401102
2024-09-04,Sep,231.0,16015900302
2024-08-20,Aug,350.0,6008000702
2024-08-19,Aug,1680.0,6009701802
2024-08-19,Aug,450.0,6010400802
2024-08-22,Aug,438.0,6008310302
2024-05-06,May,228.0,18000036002
2024-05-06,May,205.0,18607006002
2024-05-06,May,122.0,18607002002
2024-05-06,May,119.0,18607008002
2024-03-07,Mar,553.0,3013303002
2024-05-27,May,143.0,3001600302
2024-03-07,Mar,613.0,3013304002
2024-03-07,Mar,1050.0,3013301302
2024-04-15,Apr,197.0,3003000202
2024-04-15,Apr,241.0,3003601002
2024-04-15,Apr,249.0,3001600302
2024-04-15,Apr,413.0,8013500502
2024-05-13,May,130.0,6010800102
2024-05-14,May,98.2,6011100802
2024-05-14,May,167.0,6011200302
2024-07-15,Jul,37.1,18003303502
2024-07-15,Jul,128.0,18003300302
2024-07-15,Jul,124.0,18003303402
2024-09-04,Sep,271.0,16016400102
2024-09-04,Sep,196.0,16010900802
2024-05-21,May,295.0,16012401102
2024-05-21,May,337.0,16015900302
2024-05-21,May,363.0,16016400102
2024-03-07,Mar,1530.0,3013301902
2024-03-07,Mar,1630.0,3013301502
2024-04-07,Apr,285.0,18607006002
2024-08-22,Aug,262.0,6008310402
2024-08-22,Aug,585.0,6008300902
2024-08-22,Aug,401.0,6008501402
2024-08-21,Aug,256.0,6008000602
2024-08-21,Aug,123.0,6008200302
2024-08-22,Aug,450.0,6008301902
2024-08-22,Aug,328.0,6008301802
2024-05-27,May,54.5,3003601002
2024-05-27,May,99.9,3003000202
2024-05-27,May,303.0,3001500202
2024-05-27,May,31.6,8013500602
2024-06-03,Jun,261.0,6006000802
2024-05-22,May,168.0,6007601802
2024-05-27,May,119.0,3003600502
2024-06-18,Jun,97.3,6011100802
2024-06-18,Jun,225.0,6011600102
2024-06-18,Jun,189.0,6010800102
2024-06-18,Jun,228.0,6011200302
2024-08-19,Aug,57.2,18003303502
2024-08-19,Aug,136.0,18003300802
2024-08-19,Aug,260.0,18003303602
2024-08-19,Aug,93.3,18003303402
2024-09-23,Sep,22.3,18003303502
2024-11-06,Nov,710.0,16016400102
2024-05-21,May,262.0,16010900802
2024-11-06,Nov,624.0,16010900802
2024-04-07,Apr,192.0,18607002002
2024-04-07,Apr,255.0,18000036002
2024-04-07,Apr,169.0,18607008002
2024-07-08,Jul,196.0,18607002002
2024-07-08,Jul,163.0,18607008002
2024-07-08,Jul,233.0,18000036002
2024-08-08,Aug,1260.0,3013301502
2024-07-08,Jul,196.0,18607006002
2024-05-27,May,37.3,3003600902
2024-05-27,May,203.0,8013500502
2024-05-22,May,195.0,6007601602
2024-07-17,Jul,424.0,6011200302
2024-07-17,Jul,573.0,6011100802
2024-07-17,Jul,739.0,6010800102
2024-07-17,Jul,482.0,6011600102
2024-06-17,Jun,96.5,3003000202
2024-06-17,Jun,137.0,8013500302
2024-09-23,Sep,309.0,6009701802
2024-09-24,Sep,194.0,6008000702
2024-09-23,Sep,175.0,6010400102
2024-09-23,Sep,501.0,6010400802
2024-09-24,Sep,445.0,6009701102
2024-09-23,Sep,92.1,18003300802
2024-09-23,Sep,96.0,18003303602
2024-09-23,Sep,53.1,18003303402
2024-10-28,Oct,24.4,18003303502
2024-11-06,Nov,373.0,16012401102
2024-11-06,Nov,188.0,16015900302
2024-08-07,Aug,178.0,16015900302
2024-08-08,Aug,863.0,3013304002
2024-08-13,Aug,86.9,6011600102
2024-08-13,Aug,179.0,6010800102
2024-08-13,Aug,152.0,6011200302
2024-08-13,Aug,126.0,6011100802
2024-06-17,Jun,77.4,3001700202
2024-06-17,Jun,169.0,3003601002
2024-06-17,Jun,39.5,8013500602
2024-06-17,Jun,107.0,3001600302
2024-06-17,Jun,127.0,3003600502
2024-06-17,Jun,146.0,8013500502
2024-08-08,Aug,1080.0,3013301302
2024-05-28,May,34.4,17002105702
2024-08-08,Aug,591.0,3013301902
2024-08-08,Aug,608.0,3013303002
2024-09-25,Sep,875.0,6008200302
2024-06-17,Jun,30.4,4001304402
2024-06-17,Jun,55.4,4001304102
2024-05-28,May,172.0,17002115602
2024-05-28,May,245.0,17002107102
2024-06-03,Jun,62.6,6006100302
2024-09-26,Sep,308.0,6008501402
2024-08-07,Aug,274.0,16012401102
2024-09-25,Sep,763.0,6008000602
2024-09-26,Sep,394.0,6008310302
2024-09-26,Sep,204.0,6008310402
2024-08-07,Aug,479.0,16010900802
2024-08-07,Aug,345.0,16016400102
2024-08-13,Aug,273.0,16012401102
2024-10-28,Oct,103.0,18003303602
2024-10-28,Oct,61.6,18003303402
2024-10-28,Oct,105.0,18003300802
2024-09-18,Sep,271.0,6011200302
2024-09-18,Sep,210.0,6010800102
2024-09-18,Sep,91.8,6011600102
2024-09-18,Sep,106.0,6011100802
2024-06-17,Jun,33.7,3003600902
2024-06-17,Jun,230.0,3001500202
2024-09-09,Sep,382.0,18607002002
2024-07-15,Jul,113.0,3003600502
2024-07-15,Jul,127.0,3001600302
2024-07-15,Jul,64.2,3001700202
2024-07-15,Jul,76.2,8013500502
2024-09-09,Sep,190.0,18607008002
2024-09-09,Sep,217.0,18000036002
2024-09-09,Sep,198.0,18607006002
2024-11-09,Nov,1210.0,3013301502
2024-09-26,Sep,529.0,6008300902
2024-09-26,Sep,446.0,6008301802
2024-09-26,Sep,250.0,6008301902
2024-10-21,Oct,225.0,6010400802
2024-10-22,Oct,70.8,6008000702
2024-10-21,Oct,130.0,6009701802
2024-08-13,Aug,208.0,16015900302
2024-08-13,Aug,458.0,16010900802
2024-08-13,Aug,373.0,16016400102
2024-10-15,Oct,320.0,6010800102
2024-10-15,Oct,57.7,6011600102
2024-07-15,Jul,159.0,3003000202
2024-10-15,Oct,67.2,6011100802
2024-09-04,Sep,112.0,8012303002
2024-07-15,Jul,232.0,3003601002
2024-07-15,Jul,49.4,3003600902
2024-07-15,Jul,145.0,8013500302
2024-05-28,May,41.5,17002153802
2024-09-04,Sep,214.0,8010300102
2024-11-09,Nov,463.0,3013303002
2024-08-10,Aug,135.0,18607006002
2024-08-10,Aug,156.0,18607008002
2024-10-15,Oct,270.0,16010900802
2024-10-23,Oct,33.8,6008200302
2024-10-24,Oct,378.0,6008300902
2024-11-09,Nov,598.0,3013301902
2024-11-09,Nov,918.0,3013301302
2024-11-09,Nov,651.0,3013304002
2024-08-10,Aug,171.0,18000036002
2024-08-10,Aug,224.0,18607002002
2024-10-22,Oct,54.1,6009701102
2024-10-21,Oct,78.2,6010400102
2024-10-24,Oct,455.0,6008301802
2024-10-24,Oct,86.1,6008501402
2024-10-24,Oct,36.8,6008301902
2024-09-09,Sep,272.0,16016400102
2024-09-09,Sep,166.0,16015900302
2024-09-09,Sep,178.0,16012401102
2024-09-09,Sep,274.0,16010900802
2024-10-15,Oct,149.0,16012401102
2024-10-15,Oct,189.0,6011200302
2024-05-22,May,111.0,6007600302
2024-07-15,Jul,301.0,3001500202
2024-01-17,Jan,104.0,6007601802
2024-01-17,Jan,174.0,6007600502
2024-01-17,Jan,167.0,6007600802
2024-10-15,Oct,393.0,16016400102
2024-07-15,Jul,30.5,8013500602
2024-08-19,Aug,160.0,3003601002
2024-08-19,Aug,210.0,3003000202
2024-08-19,Aug,88.3,3003600502
2024-08-19,Aug,140.0,8013500302
2024-11-04,Nov,31.0,8012305302
2024-10-04,Oct,96.8,8012305102
2024-10-17,Oct,448.0,3013304002
2024-10-17,Oct,559.0,3013301902
2024-01-17,Jan,196.0,6007600602
2024-10-17,Oct,803.0,3013301302
2024-10-17,Oct,577.0,3013303002
2024-10-17,Oct,976.0,3013301502
2024-01-17,Jan,295.0,6007600302
2024-01-17,Jan,158.0,6007602302
2024-01-17,Jan,77.1,6007602202
2024-10-15,Oct,137.0,16015900302
2024-08-19,Aug,168.0,3001600302
2024-08-19,Aug,197.0,8013500502
2024-08-19,Aug,76.8,3003600902
2024-08-19,Aug,205.0,3001700202
2024-08-19,Aug,526.0,3001500202
2024-08-19,Aug,39.5,8013500602
2024-10-24,Oct,179.0,6008310302
2024-10-23,Oct,112.0,6008000602
2024-10-24,Oct,189.0,6008310402
2024-06-05,Jun,144.0,8012303002
2024-06-05,Jun,158.0,8010300102
2024-08-05,Aug,119.0,8012305102
2024-06-25,Jun,264.0,3005700702
2024-01-17,Jan,139.0,6007605202
2024-06-25,Jun,577.0,3005703102
2024-01-17,Jan,409.0,6007600402
2024-01-17,Jan,561.0,6007601702
2024-01-17,Jan,213.0,6007601602
2024-01-17,Jan,30.0,6006800102
2024-05-22,May,377.0,4001303302
2024-05-22,May,263.0,4001308202
2024-09-17,Sep,46.2,3003600502
2024-09-17,Sep,119.0,8013500302
2024-09-17,Sep,115.0,8013500502
2024-09-17,Sep,141.0,3003000202
2024-09-17,Sep,90.0,3001500202
2024-11-21,Nov,860.0,6008301902
2024-11-21,Nov,1470.0,6008501402
2024-09-05,Sep,22.9,8012305302
2024-04-06,Apr,146.0,8012305102
2024-05-06,May,19.1,8012305302
2024-06-25,Jun,96.0,3005702802
2024-01-17,Jan,297.0,6007601002
2024-05-21,May,509.0,16007200102
2024-07-24,Jul,97.7,3005702802
2024-01-17,Jan,59.7,6007605102
2024-01-17,Jan,43.8,6007601502
2024-02-21,Feb,39.9,6007605102
2024-02-21,Feb,81.2,6007601802
2024-02-21,Feb,131.0,6007601702
2024-05-21,May,646.0,4001308302
2024-09-17,Sep,25.8,3003600902
2024-06-18,Jun,262.0,4001308302
2024-09-17,Sep,96.9,3001600302
2024-09-17,Sep,133.0,3003601002
2024-09-17,Sep,32.1,3001700202
2024-09-17,Sep,28.5,8013500602
2024-09-12,Sep,1090.0,6010400102
2024-10-12,Oct,301.0,6008200302
2024-10-12,Oct,269.0,6009701102
2024-10-12,Oct,302.0,6008000602
2024-11-06,Nov,106.0,8010300102
2024-02-21,Feb,108.0,6007600302
2024-02-21,Feb,30.0,6006800102
2024-02-21,Feb,220.0,6007600502
2024-02-21,Feb,404.0,6007602202
2024-02-21,Feb,169.0,6007601602
2024-02-21,Feb,165.0,6007600802
2024-11-06,Nov,112.0,8012303002
2024-02-07,Feb,267.0,8010300102
2024-02-07,Feb,185.0,8012303002
2024-07-24,Jul,139.0,3005700702
2024-08-27,Aug,109.0,3005703002
2024-08-27,Aug,62.3,3005300102
2024-08-27,Aug,310.0,3005702502
2024-06-19,Jun,265.0,4001303302
2024-06-18,Jun,431.0,16007200102
2024-02-21,Feb,43.3,6007601502
2024-02-21,Feb,142.0,6007605202
2024-02-21,Feb,273.0,6007600602
2024-06-19,Jun,64.8,4001308202
2024-02-21,Feb,246.0,6007602302
2024-02-21,Feb,122.0,6007605002
2024-02-21,Feb,87.8,6007601002
2024-12-12,Dec,190.0,6008301902
2024-12-12,Dec,367.0,6008501402
2024-04-07,Apr,19.9,8012305302
2024-03-07,Mar,213.0,8012305102
2024-08-28,Aug,311.0,3005703102
2024-08-28,Aug,45.3,3005702802
2024-08-28,Aug,87.1,3005700702
2024-09-23,Sep,337.0,3005703102
2024-04-23,Apr,261.0,4001303302
2024-04-23,Apr,358.0,4001308202
2024-04-22,Apr,287.0,4001308302
2024-02-21,Feb,178.0,6007600402
2024-03-18,Mar,97.1,4001304402
2024-03-18,Mar,67.5,4001304102
2024-03-18,Mar,359.0,4001302502
2024-03-18,Mar,42.5,4001306402
2024-03-18,Mar,131.0,4001301702
2024-09-23,Sep,94.0,3005700702
2024-09-23,Sep,136.0,3005702802
2024-06-08,Jun,19.5,8010300102
2024-06-08,Jun,1.5,8012303002
2024-07-08,Jul,208.0,8012305102
2024-08-08,Aug,24.2,8012305302
2024-04-22,Apr,351.0,16007200102
2024-03-20,Mar,170.0,6007600602
2024-03-20,Mar,182.0,6007601602
2024-03-20,Mar,115.0,6007605202
2024-07-16,Jul,3270.0,8002201902
2024-07-16,Jul,7390.0,8002100202
2024-10-07,Oct,4610.0,6006301202
2024-10-07,Oct,4200.0,6006000802
2024-07-16,Jul,2680.0,4001308302
2024-07-17,Jul,3190.0,4001303302
2024-07-17,Jul,2850.0,4001308202
2024-07-24,Jul,2670.0,3005703102
2024-04-16,Apr,410.0,4001302902
2024-07-15,Jul,1310.0,4001304102
