recorddate,COD_mg.L-1,BOD_mg.L-1,Ammonia_mg.L-1,Total_KjeldahlNitrogen_mg.L-1,Nitrogentotal_mg.L-1,NitrateplusNitrite_mg.L-1,ObjectId
7/9/2014 2:00:00 PM,25,NULL,0.06,1.5,NULL,NULL,289
7/10/2014 2:00:00 PM,21,NULL,0.07,1.9,NULL,NULL,290
7/13/2014 2:00:00 PM,21,NULL,0.05,2.8,NULL,NULL,291
7/14/2014 2:00:00 PM,21,NULL,0.06,2.5,NULL,NULL,292
7/15/2014 2:00:00 PM,19,NULL,0.06,2.5,NULL,NULL,293
7/16/2014 2:00:00 PM,27,NULL,0.07,2.9,NULL,NULL,294
7/16/2014 9:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,295
7/17/2014 2:00:00 PM,23,NULL,0.10,3.2,NULL,NULL,296
7/20/2014 2:00:00 PM,27,NULL,0.09,2.2,NULL,NULL,297
7/21/2014 2:00:00 PM,30,NULL,0.07,2.0,NULL,NULL,298
7/22/2014 2:00:00 PM,29,NULL,0.06,2.7,NULL,NULL,299
7/23/2014 2:00:00 PM,27,NULL,0.05,1.5,NULL,NULL,300
3/31/2015 1:00:00 PM,30,NULL,0.11,1.4,NULL,NULL,301
4/1/2015 1:00:00 PM,33,NULL,0.12,2.5,NULL,NULL,302
4/3/2015 1:00:00 PM,31,NULL,0.10,2.1,NULL,NULL,303
4/6/2015 2:00:00 PM,25,NULL,0.11,1.4,NULL,NULL,304
4/7/2015 2:00:00 PM,24,NULL,0.07,4.0,NULL,NULL,305
4/7/2015 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,306
4/8/2015 2:00:00 PM,31,NULL,0.08,1.2,NULL,NULL,307
4/9/2015 2:00:00 PM,32,NULL,0.08,1.4,NULL,NULL,308
4/12/2015 2:00:00 PM,37,NULL,0.08,1.8,NULL,NULL,309
4/13/2015 2:00:00 PM,24,NULL,0.08,1.2,NULL,NULL,310
4/14/2015 2:00:00 PM,30,NULL,0.09,1.8,NULL,NULL,311
4/15/2015 2:00:00 PM,34,NULL,0.07,1.8,NULL,NULL,312
4/15/2015 9:00:00 PM,NULL,3,0.10,1.6,20,19,313
4/16/2015 2:00:00 PM,30,NULL,0.10,2.2,NULL,NULL,314
4/19/2015 2:00:00 PM,32,NULL,0.10,0.7,NULL,NULL,315
4/20/2015 2:00:00 PM,22,NULL,0.15,2.3,NULL,NULL,316
4/21/2015 2:00:00 PM,31,NULL,0.07,1.7,NULL,NULL,317
4/22/2015 2:00:00 PM,22,NULL,0.09,2.4,NULL,NULL,318
4/23/2015 2:00:00 PM,32,NULL,0.05,2.7,NULL,NULL,319
4/23/2015 9:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,320
4/26/2015 2:00:00 PM,34,NULL,0.12,3.0,NULL,NULL,321
4/27/2015 2:00:00 PM,36,NULL,0.10,1.9,NULL,NULL,322
4/28/2015 2:00:00 PM,32,NULL,0.10,2.9,NULL,NULL,323
4/29/2015 2:00:00 PM,32,NULL,0.08,1.1,NULL,NULL,324
4/29/2015 9:00:00 PM,NULL,3,0.10,1.7,16,15,325
4/30/2015 2:00:00 PM,40,NULL,0.10,1.6,NULL,NULL,326
5/3/2015 2:00:00 PM,31,NULL,0.09,1.2,NULL,NULL,327
5/4/2015 2:00:00 PM,40,NULL,0.09,2.0,NULL,NULL,328
5/5/2015 2:00:00 PM,34,NULL,0.07,1.0,NULL,NULL,329
5/6/2015 2:00:00 PM,29,NULL,0.07,4.0,NULL,NULL,330
5/7/2015 2:00:00 PM,33,NULL,0.07,2.3,NULL,NULL,331
5/7/2015 9:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,332
5/10/2015 2:00:00 PM,32,NULL,0.11,1.4,NULL,NULL,333
5/11/2015 2:00:00 PM,30,NULL,0.10,1.2,NULL,NULL,334
5/12/2015 2:00:00 PM,31,NULL,0.07,2.2,NULL,NULL,335
5/13/2015 2:00:00 PM,33,NULL,0.04,1.8,NULL,NULL,336
5/13/2015 9:00:00 PM,NULL,2,0.10,2.2,14,11,337
5/14/2015 2:00:00 PM,29,NULL,0.05,1.6,NULL,NULL,338
5/17/2015 2:00:00 PM,29,NULL,0.10,1.3,NULL,NULL,339
5/18/2015 2:00:00 PM,34,NULL,0.09,2.8,NULL,NULL,340
5/19/2015 2:00:00 PM,33,NULL,0.12,1.1,NULL,NULL,341
5/19/2015 9:00:00 PM,NULL,4,0.10,NULL,NULL,NULL,342
5/20/2015 2:00:00 PM,32,NULL,0.16,2.0,NULL,NULL,343
5/21/2015 2:00:00 PM,36,NULL,0.13,1.1,NULL,NULL,344
5/24/2015 2:00:00 PM,32,NULL,0.12,1.7,NULL,NULL,345
5/25/2015 2:00:00 PM,36,NULL,0.10,1.2,NULL,NULL,346
5/25/2015 9:00:00 PM,NULL,3,0.10,2.2,20,17,347
5/26/2015 2:00:00 PM,27,NULL,0.09,3.4,NULL,NULL,348
5/27/2015 2:00:00 PM,35,NULL,0.11,1.8,NULL,NULL,349
5/28/2015 2:00:00 PM,37,NULL,0.09,2.3,NULL,NULL,350
1/1/2014 1:00:00 PM,30,NULL,0.10,1.5,NULL,NULL,351
1/2/2014 1:00:00 PM,31,NULL,0.06,2.0,NULL,NULL,352
1/5/2014 1:00:00 PM,33,NULL,0.05,4.0,NULL,NULL,353
1/6/2014 1:00:00 PM,25,NULL,0.03,5.0,NULL,NULL,354
1/6/2014 8:30:00 PM,NULL,2,0.10,1.3,20,19,355
1/7/2014 1:00:00 PM,30,NULL,0.05,1.8,NULL,NULL,356
1/8/2014 1:00:00 PM,35,NULL,0.05,2.0,NULL,NULL,357
1/9/2014 1:00:00 PM,27,NULL,0.05,1.9,NULL,NULL,358
1/12/2014 1:00:00 PM,26,NULL,0.05,3.2,NULL,NULL,359
1/13/2014 1:00:00 PM,30,NULL,0.05,1.5,NULL,NULL,360
1/14/2014 1:00:00 PM,35,2,0.60,4.3,NULL,NULL,361
1/15/2014 1:00:00 PM,29,NULL,0.10,4.0,NULL,NULL,362
1/16/2014 1:00:00 PM,30,NULL,0.02,2.2,NULL,NULL,363
1/19/2014 1:00:00 PM,31,NULL,0.04,5.0,NULL,NULL,364
1/20/2014 1:00:00 PM,20,NULL,0.03,2.1,NULL,NULL,365
1/21/2014 1:00:00 PM,20,NULL,0.03,2.1,NULL,NULL,366
1/22/2014 1:00:00 PM,26,2,0.03,1.6,12,10,367
1/23/2014 1:00:00 PM,27,NULL,0.04,3.3,NULL,NULL,368
1/24/2014 1:00:00 PM,25,NULL,0.06,3.5,NULL,NULL,369
1/27/2014 1:00:00 PM,26,NULL,0.08,3.3,NULL,NULL,370
1/28/2014 1:00:00 PM,27,NULL,0.07,4.4,NULL,NULL,371
1/29/2014 1:00:00 PM,20,NULL,0.04,1.7,NULL,NULL,372
1/30/2014 1:00:00 PM,28,3,0.05,1.0,NULL,NULL,373
2/2/2014 1:00:00 PM,19,NULL,0.06,2.0,NULL,NULL,374
2/3/2014 1:00:00 PM,14,NULL,0.03,3.8,NULL,NULL,375
2/4/2014 1:00:00 PM,22,NULL,0.04,2.0,NULL,NULL,376
2/5/2014 1:00:00 PM,29,4,0.05,1.7,14,12,377
2/6/2014 1:00:00 PM,20,NULL,0.04,3.0,NULL,NULL,378
2/9/2014 1:00:00 PM,21,NULL,0.05,4.2,NULL,NULL,379
2/10/2014 1:00:00 PM,16,NULL,0.05,1.8,NULL,NULL,380
2/11/2014 1:00:00 PM,14,NULL,0.05,1.3,NULL,NULL,381
2/11/2014 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,382
2/12/2014 1:00:00 PM,24,NULL,0.05,3.3,NULL,NULL,383
2/13/2014 1:00:00 PM,16,NULL,0.06,3.3,NULL,NULL,384
2/16/2014 1:00:00 PM,22,NULL,0.05,1.2,NULL,NULL,385
2/17/2014 1:00:00 PM,20,5,0.05,1.4,16,15,386
2/18/2014 1:00:00 PM,16,NULL,0.06,2.6,NULL,NULL,387
2/19/2014 1:00:00 PM,19,NULL,0.05,2.3,NULL,NULL,388
2/20/2014 1:00:00 PM,23,NULL,0.05,1.9,NULL,NULL,389
2/23/2014 1:00:00 PM,17,NULL,0.05,1.5,NULL,NULL,390
2/23/2014 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,391
2/24/2014 1:00:00 PM,11,NULL,0.03,2.1,NULL,NULL,392
2/25/2014 1:00:00 PM,16,NULL,0.04,1.6,NULL,NULL,393
2/26/2014 1:00:00 PM,22,NULL,0.04,2.3,NULL,NULL,394
2/27/2014 1:00:00 PM,16,NULL,0.04,1.2,NULL,NULL,395
3/2/2014 1:00:00 PM,16,NULL,0.04,1.2,NULL,NULL,396
3/3/2014 1:00:00 PM,18,3,0.03,1.2,12,10,397
3/4/2014 1:00:00 PM,19,NULL,0.03,1.4,NULL,NULL,398
3/5/2014 1:00:00 PM,16,NULL,0.03,1.3,NULL,NULL,399
3/6/2014 1:00:00 PM,20,NULL,0.04,1.6,NULL,NULL,400
5/31/2015 2:00:00 PM,33,NULL,0.09,1.6,NULL,NULL,401
5/31/2015 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,402
6/1/2015 2:00:00 PM,28,NULL,0.14,1.3,NULL,NULL,403
6/2/2015 2:00:00 PM,32,NULL,0.08,1.6,NULL,NULL,404
6/3/2015 2:00:00 PM,62,NULL,0.10,1.5,NULL,NULL,405
6/4/2015 2:00:00 PM,34,NULL,0.10,3.0,NULL,NULL,406
6/5/2015 2:00:00 PM,35,NULL,0.11,2.3,NULL,NULL,407
6/8/2015 2:00:00 PM,44,NULL,0.07,1.2,NULL,NULL,408
6/8/2015 9:00:00 PM,NULL,4,0.10,1.6,17,16,409
6/9/2015 2:00:00 PM,40,NULL,0.09,2.0,NULL,NULL,410
6/10/2015 2:00:00 PM,33,NULL,0.07,3.0,NULL,NULL,411
6/11/2015 2:00:00 PM,29,NULL,0.07,2.0,NULL,NULL,412
6/14/2015 2:00:00 PM,35,NULL,0.07,1.2,NULL,NULL,413
6/15/2015 2:00:00 PM,32,NULL,0.06,1.6,NULL,NULL,414
6/16/2015 2:00:00 PM,27,NULL,0.06,2.3,NULL,NULL,415
6/16/2015 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,416
6/17/2015 2:00:00 PM,20,NULL,0.14,2.2,NULL,NULL,417
6/18/2015 2:00:00 PM,19,NULL,0.07,2.0,NULL,NULL,418
6/21/2015 2:00:00 PM,19,NULL,0.14,2.0,NULL,NULL,419
6/22/2015 2:00:00 PM,16,NULL,0.10,4.0,NULL,NULL,420
6/23/2015 2:00:00 PM,15,NULL,0.09,2.3,NULL,NULL,421
6/24/2015 2:00:00 PM,22,NULL,0.06,2.0,NULL,NULL,422
6/24/2015 9:00:00 PM,NULL,6,0.10,2.2,12,10,423
6/25/2015 2:00:00 PM,29,NULL,0.07,2.1,NULL,NULL,424
6/28/2015 2:00:00 PM,27,NULL,0.12,3.4,NULL,NULL,425
6/29/2015 2:00:00 PM,18,NULL,0.08,2.7,NULL,NULL,426
6/30/2015 2:00:00 PM,18,NULL,0.08,2.7,NULL,NULL,427
7/1/2015 2:00:00 PM,17,NULL,0.08,2.4,NULL,NULL,428
7/2/2015 2:00:00 PM,19,NULL,0.08,3.1,NULL,NULL,429
7/2/2015 9:00:00 PM,NULL,4,0.10,NULL,NULL,NULL,430
7/5/2015 2:00:00 PM,15,NULL,0.10,2.7,NULL,NULL,431
7/6/2015 2:00:00 PM,18,NULL,0.08,2.8,NULL,NULL,432
7/7/2015 2:00:00 PM,15,NULL,0.11,2.0,NULL,NULL,433
7/8/2015 2:00:00 PM,23,NULL,0.11,2.0,NULL,NULL,434
7/8/2015 9:00:00 PM,NULL,3,0.10,2.0,15,13,435
7/9/2015 2:00:00 PM,25,NULL,0.10,2.9,NULL,NULL,436
7/12/2015 2:00:00 PM,16,NULL,0.23,3.3,NULL,NULL,437
7/13/2015 2:00:00 PM,15,NULL,0.10,4.0,NULL,NULL,438
7/14/2015 2:00:00 PM,14,NULL,0.09,3.0,NULL,NULL,439
7/14/2015 9:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,440
7/15/2015 2:00:00 PM,17,NULL,0.09,2.3,NULL,NULL,441
7/16/2015 2:00:00 PM,17,NULL,0.09,2.3,NULL,NULL,442
7/19/2015 2:00:00 PM,16,NULL,0.10,1.4,NULL,NULL,443
7/20/2015 2:00:00 PM,16,NULL,0.10,2.0,NULL,NULL,444
7/20/2015 9:00:00 PM,NULL,2,0.10,1.2,20,18,445
7/21/2015 2:00:00 PM,24,NULL,0.11,3.7,NULL,NULL,446
7/22/2015 2:00:00 PM,20,NULL,0.11,2.7,NULL,NULL,447
7/23/2015 2:00:00 PM,23,NULL,0.09,2.0,NULL,NULL,448
7/26/2015 2:00:00 PM,16,NULL,0.12,2.4,NULL,NULL,449
7/26/2015 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,450
9/23/2015 2:00:00 PM,18,NULL,0.04,1.4,NULL,NULL,451
7/27/2015 2:00:00 PM,11,NULL,0.12,3.4,NULL,NULL,452
1/21/2016 8:00:00 PM,NULL,3,0.10,1.4,7,6,453
3/21/2016 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,454
3/22/2016 1:00:00 PM,24,NULL,0.06,2.3,NULL,NULL,455
3/23/2016 1:00:00 PM,25,NULL,0.10,1.6,NULL,NULL,456
3/25/2016 1:00:00 PM,26,NULL,0.07,2.3,NULL,NULL,457
3/28/2016 1:00:00 PM,24,NULL,0.08,1.6,NULL,NULL,458
3/29/2016 1:00:00 PM,20,NULL,0.06,1.2,NULL,NULL,459
3/29/2016 8:00:00 PM,NULL,2,0.10,1.1,22,21,460
3/30/2016 1:00:00 PM,27,NULL,0.07,1.6,NULL,NULL,461
3/31/2016 1:00:00 PM,28,NULL,0.08,2.2,NULL,NULL,462
4/3/2016 2:00:00 PM,25,NULL,0.07,2.0,NULL,NULL,463
4/3/2016 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,464
4/4/2016 2:00:00 PM,5,NULL,0.05,2.9,NULL,NULL,465
4/6/2016 2:00:00 PM,25,NULL,0.20,3.0,NULL,NULL,466
4/7/2016 2:00:00 PM,15,NULL,0.10,3.0,NULL,NULL,467
4/10/2016 2:00:00 PM,25,NULL,0.04,2.3,NULL,NULL,468
4/11/2016 2:00:00 PM,26,NULL,0.02,1.8,NULL,NULL,469
4/11/2016 9:00:00 PM,NULL,2,0.10,1.6,19,18,470
4/12/2016 2:00:00 PM,20,NULL,0.07,3.0,NULL,NULL,471
4/13/2016 2:00:00 PM,30,NULL,0.08,1.8,NULL,NULL,472
4/14/2016 2:00:00 PM,35,NULL,0.07,2.0,NULL,NULL,473
4/17/2016 2:00:00 PM,20,NULL,0.09,2.0,NULL,NULL,474
4/18/2016 2:00:00 PM,25,NULL,0.09,3.0,NULL,NULL,475
4/19/2016 2:00:00 PM,26,NULL,0.09,2.5,NULL,NULL,476
4/19/2016 9:00:00 PM,NULL,4,0.10,NULL,NULL,NULL,477
4/20/2016 2:00:00 PM,31,NULL,0.06,3.9,NULL,NULL,478
4/21/2016 2:00:00 PM,26,NULL,0.09,2.1,NULL,NULL,479
4/22/2016 2:00:00 PM,30,NULL,0.09,2.3,NULL,NULL,480
4/25/2016 2:00:00 PM,20,NULL,0.10,3.3,NULL,NULL,481
4/26/2016 2:00:00 PM,21,NULL,0.10,1.9,NULL,NULL,482
4/27/2016 2:00:00 PM,34,NULL,0.09,2.7,NULL,NULL,483
4/27/2016 9:00:00 PM,NULL,4,0.10,0.3,13,13,484
4/28/2016 2:00:00 PM,30,NULL,0.09,2.8,NULL,NULL,485
5/1/2016 2:00:00 PM,27,NULL,0.10,2.0,NULL,NULL,486
5/2/2016 2:00:00 PM,25,NULL,0.06,1.5,NULL,NULL,487
5/3/2016 2:00:00 PM,26,NULL,0.06,3.7,NULL,NULL,488
5/4/2016 2:00:00 PM,30,NULL,0.06,1.0,NULL,NULL,489
5/5/2016 2:00:00 PM,20,NULL,0.06,3.0,NULL,NULL,490
5/5/2016 9:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,491
5/8/2016 2:00:00 PM,24,NULL,0.09,1.6,NULL,NULL,492
5/9/2016 2:00:00 PM,15,NULL,0.08,2.7,NULL,NULL,493
5/10/2016 2:00:00 PM,24,NULL,0.08,2.0,NULL,NULL,494
5/11/2016 2:00:00 PM,23,NULL,0.08,1.7,NULL,NULL,495
5/11/2016 9:00:00 PM,NULL,3,0.10,1.9,14,12,496
5/12/2016 2:00:00 PM,30,NULL,0.07,3.5,NULL,NULL,497
5/15/2016 2:00:00 PM,26,NULL,0.09,2.7,NULL,NULL,498
5/16/2016 2:00:00 PM,21,NULL,0.06,1.9,NULL,NULL,499
5/17/2016 2:00:00 PM,20,NULL,0.09,1.7,NULL,NULL,500
5/17/2016 9:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,501
5/18/2016 2:00:00 PM,30,NULL,0.08,3.0,NULL,NULL,502
5/19/2016 2:00:00 PM,30,NULL,0.07,2.4,NULL,NULL,503
1/24/2016 1:00:00 PM,16,NULL,0.07,1.1,NULL,NULL,504
1/26/2016 1:00:00 PM,15,NULL,0.10,1.4,NULL,NULL,505
1/27/2016 1:00:00 PM,20,NULL,0.06,1.0,NULL,NULL,506
1/27/2016 8:00:00 PM,NULL,4,0.10,NULL,NULL,NULL,507
1/28/2016 1:00:00 PM,20,NULL,0.06,3.0,NULL,NULL,508
1/31/2016 1:00:00 PM,20,NULL,0.08,3.0,NULL,NULL,509
2/1/2016 1:00:00 PM,16,NULL,0.05,2.0,NULL,NULL,510
2/2/2016 1:00:00 PM,16,NULL,0.05,2.9,NULL,NULL,511
2/2/2016 8:00:00 PM,NULL,2,0.10,0.9,12,11,512
2/3/2016 1:00:00 PM,20,NULL,0.09,2.0,NULL,NULL,513
2/4/2016 1:00:00 PM,20,NULL,0.10,1.6,NULL,NULL,514
2/7/2016 1:00:00 PM,19,NULL,0.07,1.4,NULL,NULL,515
2/8/2016 1:00:00 PM,16,NULL,0.06,2.7,NULL,NULL,516
2/8/2016 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,517
2/9/2016 1:00:00 PM,16,NULL,0.05,1.5,NULL,NULL,518
2/10/2016 1:00:00 PM,15,NULL,0.07,2.0,NULL,NULL,519
2/11/2016 1:00:00 PM,14,NULL,0.07,1.8,NULL,NULL,520
2/14/2016 1:00:00 PM,23,NULL,0.06,1.4,NULL,NULL,521
2/14/2016 8:00:00 PM,NULL,2,0.10,1.3,13,11,522
2/15/2016 1:00:00 PM,17,NULL,0.09,7.0,NULL,NULL,523
2/16/2016 1:00:00 PM,14,NULL,0.07,4.0,NULL,NULL,524
2/17/2016 1:00:00 PM,19,NULL,0.06,4.0,NULL,NULL,525
2/18/2016 1:00:00 PM,20,NULL,0.08,1.8,NULL,NULL,526
2/21/2016 1:00:00 PM,24,NULL,0.08,1.8,NULL,NULL,527
2/22/2016 1:00:00 PM,20,NULL,0.07,1.4,NULL,NULL,528
2/22/2016 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,529
2/23/2016 1:00:00 PM,18,NULL,0.10,1.5,NULL,NULL,530
2/24/2016 1:00:00 PM,23,NULL,0.10,3.0,NULL,NULL,531
2/25/2016 1:00:00 PM,20,NULL,0.10,3.2,NULL,NULL,532
2/28/2016 1:00:00 PM,15,NULL,0.08,2.1,NULL,NULL,533
2/29/2016 1:00:00 PM,16,NULL,0.08,1.5,NULL,NULL,534
3/1/2016 1:00:00 PM,20,NULL,0.07,2.0,NULL,NULL,535
3/2/2016 1:00:00 PM,28,NULL,0.06,2.1,NULL,NULL,536
3/2/2016 8:00:00 PM,NULL,3,0.10,1.0,12,11,537
3/3/2016 1:00:00 PM,25,NULL,0.06,2.4,NULL,NULL,538
3/6/2016 1:00:00 PM,25,NULL,0.09,1.3,NULL,NULL,539
3/7/2016 1:00:00 PM,30,NULL,0.06,2.0,NULL,NULL,540
3/8/2016 1:00:00 PM,19,NULL,0.07,1.2,NULL,NULL,541
3/9/2016 1:00:00 PM,25,NULL,0.07,3.6,NULL,NULL,542
3/10/2016 1:00:00 PM,25,NULL,0.06,1.8,NULL,NULL,543
3/10/2016 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,544
3/11/2016 1:00:00 PM,28,NULL,0.06,2.0,NULL,NULL,545
3/14/2016 1:00:00 PM,25,NULL,0.08,1.8,NULL,NULL,546
3/15/2016 1:00:00 PM,20,NULL,0.06,1.5,NULL,NULL,547
3/16/2016 1:00:00 PM,27,NULL,0.05,1.8,NULL,NULL,548
3/16/2016 8:00:00 PM,NULL,2,0.10,1.2,16,15,549
3/17/2016 1:00:00 PM,29,NULL,0.06,2.3,NULL,NULL,550
3/20/2016 1:00:00 PM,30,NULL,0.10,3.0,NULL,NULL,551
3/21/2016 1:00:00 PM,20,NULL,0.06,2.4,NULL,NULL,552
7/28/2015 2:00:00 PM,10,NULL,0.07,4.0,NULL,NULL,553
9/24/2015 2:00:00 PM,12,NULL,0.09,3.2,NULL,NULL,554
9/27/2015 2:00:00 PM,13,NULL,0.10,2.2,NULL,NULL,555
9/28/2015 2:00:00 PM,13,NULL,0.04,2.2,NULL,NULL,556
9/29/2015 2:00:00 PM,13,NULL,0.03,1.9,NULL,NULL,557
9/30/2015 2:00:00 PM,19,NULL,0.05,2.5,NULL,NULL,558
9/30/2015 9:00:00 PM,NULL,3,0.10,2.0,13,11,559
10/2/2015 2:00:00 PM,19,NULL,0.04,2.4,NULL,NULL,560
10/4/2015 1:00:00 PM,15,NULL,0.11,2.4,NULL,NULL,561
10/5/2015 1:00:00 PM,12,NULL,0.05,2.1,NULL,NULL,562
10/6/2015 1:00:00 PM,9,NULL,0.06,2.1,NULL,NULL,563
10/7/2015 1:00:00 PM,18,NULL,0.05,1.9,NULL,NULL,564
10/8/2015 1:00:00 PM,22,NULL,0.06,2.1,NULL,NULL,565
10/8/2015 8:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,566
10/11/2015 1:00:00 PM,12,NULL,0.08,2.9,NULL,NULL,567
10/12/2015 1:00:00 PM,12,NULL,0.06,2.2,NULL,NULL,568
10/13/2015 1:00:00 PM,12,NULL,0.04,2.5,NULL,NULL,569
10/14/2015 1:00:00 PM,14,NULL,0.06,2.4,NULL,NULL,570
10/14/2015 8:00:00 PM,NULL,2,0.10,1.3,12,10,571
10/15/2015 1:00:00 PM,14,NULL,0.09,2.5,NULL,NULL,572
10/18/2015 1:00:00 PM,15,NULL,0.08,2.9,NULL,NULL,573
10/19/2015 1:00:00 PM,18,NULL,0.08,2.7,NULL,NULL,574
10/20/2015 1:00:00 PM,16,NULL,0.09,1.8,NULL,NULL,575
10/20/2015 8:00:00 PM,NULL,4,0.10,NULL,NULL,NULL,576
10/21/2015 1:00:00 PM,16,NULL,0.09,3.6,NULL,NULL,577
